
陕西移动,#genre#
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/1.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/1.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/1.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/1.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/1.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/1.m3u8
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226431/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226517/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226543/1.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/1.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/1.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/1.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/1.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/1.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/1.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/1.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/1.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/1.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/1.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/1.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/1.m3u8
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/1.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/1.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/1.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/1.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/1.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/1.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/1.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/1.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/1.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/1.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/1.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/1.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/1.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/1.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/1.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/1.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/1.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/1.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/1.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/1.m3u8
哈尔滨新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/1.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/1.m3u8
黑龙江科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8
黑龙江新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/1.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/1.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/1.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/1.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/1.m3u8
精品记录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/1.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/1.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/1.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/1.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/1.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/1.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/1.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226419/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226514/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226007/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226011/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8
CETV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226425/index.m3u8
CETV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225783/index.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225602/index.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225604/index.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226431/index.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226517/index.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226543/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225728/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225735/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225620/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226480/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226477/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/index.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225729/index.m3u8
纪实人文,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225738/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226310/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225619/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226339/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225618/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225669/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225717/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225714/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225685/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225741/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225663/index.m3u8
哈尔滨新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226434/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226301/index.m3u8
黑龙江科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226242/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226304/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226239/index.m3u8
黑龙江新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226330/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226298/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225677/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225666/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225670/index.m3u8
精品记录,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225672/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225676/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225668/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225683/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225680/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225673/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225681/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/1.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226419/1.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/1.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/1.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/1.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226007/1.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/1.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/1.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/1.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/1.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/1.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/1.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/1.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/1.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/1.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/1.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226011/1.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/1.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/1.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/1.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/1.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/1.m3u8
CETV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226425/1.m3u8
CETV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225783/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225602/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225604/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226517/1.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226543/1.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/1.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225728/1.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225735/1.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225620/1.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/1.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/1.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226406/1.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226480/1.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/1.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225627/1.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226477/1.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225610/1.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/1.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/1.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225729/1.m3u8
纪实人文,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225738/1.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225613/1.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226310/1.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225619/1.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/1.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/1.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225739/1.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/1.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/1.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225740/1.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/1.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226339/1.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225618/1.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/1.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225669/1.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225716/1.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225717/1.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/1.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225714/1.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225685/1.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225741/1.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225661/1.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225663/1.m3u8
哈尔滨新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226434/1.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226301/1.m3u8
黑龙江科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226242/1.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226304/1.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/1.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
黑龙江新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226330/1.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226298/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/1.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225677/1.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225666/1.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225670/1.m3u8
精品记录,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225672/1.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225676/1.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225668/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225683/1.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225680/1.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225673/1.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225681/1.m3u8


黑龙江ipv6,#genre#

CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
CCTV6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a0b:df::4015]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a0b:df::4016]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a0b:df::4019]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
