

﻿阿杜,#genre#
千千阙歌,http://em.21dtv.com/songs/60151688.mkv
全世界失眠,http://em.21dtv.com/songs/60035907.mkv
情深怎么办,http://em.21dtv.com/songs/60118149.mkv
裙下之臣,http://em.21dtv.com/songs/60035985.mkv
裙下之臣(HD演唱会),http://em.21dtv.com/songs/60035984.mkv
人车志,http://em.21dtv.com/songs/60036308.mkv
人车志(HD演唱会),http://em.21dtv.com/songs/60036307.mkv
热岛小夜曲(演唱会),http://em.21dtv.com/songs/60036238.mkv
热带雨林(演唱会),http://em.21dtv.com/songs/60036236.mkv
如果这都不算爱(演唱会),http://em.21dtv.com/songs/60036980.mkv
人工智能,http://em.21dtv.com/songs/60036316.mkv
如果这一秒钟你跟我讲你不爱我(演唱会),http://em.21dtv.com/songs/60036989.mkv
然后怎样,http://em.21dtv.com/songs/60035992.mkv
热辣辣+反斗星+头发乱了+好戏在后头,http://em.21dtv.com/songs/60093403.mkv
人来人往(演唱会),http://em.21dtv.com/songs/60036351.mkv
人生马拉松,http://em.21dtv.com/songs/60115486.mkv
让我留在你身边,http://em.21dtv.com/songs/60129731.mkv
任我行,http://em.21dtv.com/songs/60080918.mkv
忍着痛泪不掉,http://em.21dtv.com/songs/60153513.mkv
人造卫星(演唱会),http://em.21dtv.com/songs/60036498.mkv
深爱着你,http://em.21dtv.com/songs/60162915.mkv
圣诞结,http://em.21dtv.com/songs/60038660.mkv
时代巨轮,http://em.21dtv.com/songs/60039090.mkv
时代巨轮(演唱会),http://em.21dtv.com/songs/60039089.mkv
时代曲,http://em.21dtv.com/songs/60039093.mkv
时代曲(演唱会),http://em.21dtv.com/songs/60039091.mkv
时光倒流二十年,http://em.21dtv.com/songs/60039100.mkv
叔公的小城故事,http://em.21dtv.com/songs/60077118.mkv
三个人的探戈(演唱会),http://em.21dtv.com/songs/60037210.mkv
时光隧道,http://em.21dtv.com/songs/60100572.mkv
shall we dance(演唱会),http://em.21dtv.com/songs/60004936.mkv
shall we talk,http://em.21dtv.com/songs/60004942.mkv
shall we talk(演唱会),http://em.21dtv.com/songs/60004938.mkv
世界,http://em.21dtv.com/songs/60128521.mkv
世界(演唱会),http://em.21dtv.com/songs/60039250.mkv
少见不怪,http://em.21dtv.com/songs/60038107.mkv
世纪末的呼声,http://em.21dtv.com/songs/60039217.mkv
四季圈,http://em.21dtv.com/songs/60101556.mkv
沙龙,http://em.21dtv.com/songs/60037457.mkv
Sleep Alone,http://em.21dtv.com/songs/60116336.mkv
谁来剪月光,http://em.21dtv.com/songs/60144105.mkv
失恋太少,http://em.21dtv.com/songs/60038759.mkv
十面埋伏,http://em.21dtv.com/songs/60038981.mkv
生命有几好,http://em.21dtv.com/songs/60110627.mkv
十年,http://em.21dtv.com/songs/60038983.mkv
sorry,http://em.21dtv.com/songs/60073919.mkv
神奇化妆师,http://em.21dtv.com/songs/60064857.mkv
三生三世,http://em.21dtv.com/songs/60133771.mkv
谁偷了谁的青春,http://em.21dtv.com/songs/60155017.mkv
STRANGER_UNDER_MY_SKIN,http://em.21dtv.com/songs/60098856.mkv
伤信,http://em.21dtv.com/songs/60037989.mkv
伤信(演唱会),http://em.21dtv.com/songs/60037987.mkv
伤心证明书,http://em.21dtv.com/songs/60072375.mkv
随意门,http://em.21dtv.com/songs/60040953.mkv
岁月如歌,http://em.21dtv.com/songs/60109694.mkv
岁月如歌(演唱会),http://em.21dtv.com/songs/60040980.mkv
送院途中(演唱会),http://em.21dtv.com/songs/60040799.mkv
数字人生,http://em.21dtv.com/songs/60121072.mkv
陀飞轮,http://em.21dtv.com/songs/60043023.mkv
The Prayer,http://em.21dtv.com/songs/60105491.mkv
掏空,http://em.21dtv.com/songs/60077837.mkv
褪色,http://em.21dtv.com/songs/60168838.mkv
天使的礼物(演唱会),http://em.21dtv.com/songs/60042044.mkv
淘汰,http://em.21dtv.com/songs/60041615.mkv
淘汰(HD演唱会),http://em.21dtv.com/songs/60041614.mkv
听听(演唱会),http://em.21dtv.com/songs/60042590.mkv
天堂与地狱,http://em.21dtv.com/songs/60042119.mkv
天网,http://em.21dtv.com/songs/60042170.mkv
土星环,http://em.21dtv.com/songs/60101557.mkv
天下无双,http://em.21dtv.com/songs/60042200.mkv
天下无双(HD演唱会),http://em.21dtv.com/songs/60042197.mkv
他一个人,http://em.21dtv.com/songs/60041123.mkv
他一个人(演唱会),http://em.21dtv.com/songs/60041122.mkv
太阳照常升起,http://em.21dtv.com/songs/60093397.mkv
跳蚤市场,http://em.21dtv.com/songs/60042454.mkv
完,http://em.21dtv.com/songs/60078125.mkv
我不好爱(HD演唱会),http://em.21dtv.com/songs/60044766.mkv
我的背包,http://em.21dtv.com/songs/60045041.mkv
我的快乐时代,http://em.21dtv.com/songs/60045137.mkv
我的快乐时代(演唱会),http://em.21dtv.com/songs/60045136.mkv
我的开始在这里,http://em.21dtv.com/songs/60045130.mkv
我的世界末日(演唱会),http://em.21dtv.com/songs/60045215.mkv
我带上你你带上钱,http://em.21dtv.com/songs/60150959.mkv
WELCOME_TO_THE_FUTURE,http://em.21dtv.com/songs/60098857.mkv
万佛朝宗,http://em.21dtv.com/songs/60043265.mkv
无法解释的事件,http://em.21dtv.com/songs/60047095.mkv
微光,http://em.21dtv.com/songs/60069795.mkv
what a wonderful world(演唱会),http://em.21dtv.com/songs/60006178.mkv
我很忙,http://em.21dtv.com/songs/60104565.mkv
忘记歌词,http://em.21dtv.com/songs/60043532.mkv
我甲你,http://em.21dtv.com/songs/60045639.mkv
忘了歌词,http://em.21dtv.com/songs/60043587.mkv
我们,http://em.21dtv.com/songs/60155196.mkv
我们都寂寞,http://em.21dtv.com/songs/60045862.mkv
我们都寂寞(演唱会),http://em.21dtv.com/songs/60045861.mkv
我们万岁,http://em.21dtv.com/songs/60167804.mkv
我怕你不肯,http://em.21dtv.com/songs/60110620.mkv
无人分享,http://em.21dtv.com/songs/60047391.mkv
无人之境,http://em.21dtv.com/songs/60047401.mkv
我什么都没有,http://em.21dtv.com/songs/60046058.mkv
为什么你要伤害爱你的人,http://em.21dtv.com/songs/60078104.mkv
无痛分手,http://em.21dtv.com/songs/60146793.mkv
无条件,http://em.21dtv.com/songs/60110621.mkv
稳稳的幸福,http://em.21dtv.com/songs/60078127.mkv
我想我能能勇敢一点,http://em.21dtv.com/songs/60115209.mkv
我想我能勇敢一点,http://em.21dtv.com/songs/60103335.mkv
温馨已不再,http://em.21dtv.com/songs/60093402.mkv
望月(演唱会),http://em.21dtv.com/songs/60043723.mkv
我也不会那么做,http://em.21dtv.com/songs/60046609.mkv
我依然是那么的爱你,http://em.21dtv.com/songs/60093826.mkv
我有我爱你(演唱会),http://em.21dtv.com/songs/60046699.mkv
我怎么可以哭,http://em.21dtv.com/songs/60046810.mkv
万中选一的你,http://em.21dtv.com/songs/60167761.mkv
我终于放开了她,http://em.21dtv.com/songs/60122227.mkv
现场直播,http://em.21dtv.com/songs/60048489.mkv
现场直播(演唱会),http://em.21dtv.com/songs/60048488.mkv
心的构造,http://em.21dtv.com/songs/60119630.mkv
心的距离,http://em.21dtv.com/songs/60050192.mkv
心腹,http://em.21dtv.com/songs/60050233.mkv
幸福的味道,http://em.21dtv.com/songs/60116872.mkv
幸福摩天轮,http://em.21dtv.com/songs/60051349.mkv
习惯说,http://em.21dtv.com/songs/60078514.mkv
喜欢一个人,http://em.21dtv.com/songs/60114200.mkv
想哭,http://em.21dtv.com/songs/60049062.mkv
想哭(演唱会),http://em.21dtv.com/songs/60049060.mkv
兄妹,http://em.21dtv.com/songs/60051472.mkv
戏迷情人,http://em.21dtv.com/songs/60110619.mkv
新美人主义,http://em.21dtv.com/songs/60050869.mkv
信任,http://em.21dtv.com/songs/60071355.mkv
心烧,http://em.21dtv.com/songs/60118148.mkv
新生活,http://em.21dtv.com/songs/60050934.mkv
新生活(演唱会),http://em.21dtv.com/songs/60050933.mkv
心深伤透,http://em.21dtv.com/songs/60050472.mkv
笑死朕,http://em.21dtv.com/songs/60078742.mkv
想听,http://em.21dtv.com/songs/60049246.mkv
心跳(无原唱),http://em.21dtv.com/songs/60050587.mkv
囍帖街,http://em.21dtv.com/songs/60093396.mkv
新闻女郎(演唱会),http://em.21dtv.com/songs/60065260.mkv
心微痛,http://em.21dtv.com/songs/60152136.mkv
谢谢,http://em.21dtv.com/songs/60050036.mkv
信心花舍(HD演唱会),http://em.21dtv.com/songs/60051017.mkv
谢谢侬,http://em.21dtv.com/songs/60050086.mkv
相信相依,http://em.21dtv.com/songs/60110628.mkv
相信自己无限极,http://em.21dtv.com/songs/60078593.mkv
稀有动物,http://em.21dtv.com/songs/60048038.mkv
想遇见一个人,http://em.21dtv.com/songs/60122804.mkv
悬崖上的玫瑰,http://em.21dtv.com/songs/60080103.mkv
夕阳无限好,http://em.21dtv.com/songs/60047871.mkv
夕阳无限好(HD演唱会),http://em.21dtv.com/songs/60047870.mkv
休止符,http://em.21dtv.com/songs/60051498.mkv
幸灾乐祸,http://em.21dtv.com/songs/60051430.mkv
幸灾乐祸(演唱会),http://em.21dtv.com/songs/60051429.mkv
下周同样时间再见,http://em.21dtv.com/songs/60048356.mkv
雨,http://em.21dtv.com/songs/60115510.mkv
拥抱这分钟,http://em.21dtv.com/songs/60093400.mkv
演唱会,http://em.21dtv.com/songs/60052105.mkv
演唱会(HD演唱会),http://em.21dtv.com/songs/60052104.mkv
约定,http://em.21dtv.com/songs/60093406.mkv
一滴眼泪,http://em.21dtv.com/songs/60052854.mkv
预感,http://em.21dtv.com/songs/60055804.mkv
一个旅人,http://em.21dtv.com/songs/60086108.mkv
一个人的感动,http://em.21dtv.com/songs/60131478.mkv
月黑风高(演唱会),http://em.21dtv.com/songs/60084497.mkv
冤家,http://em.21dtv.com/songs/60055900.mkv
遇见了你,http://em.21dtv.com/songs/60055848.mkv
游离份子,http://em.21dtv.com/songs/60055008.mkv
有了你(演唱会),http://em.21dtv.com/songs/60055165.mkv
原来是我,http://em.21dtv.com/songs/60093393.mkv
娱乐天空,http://em.21dtv.com/songs/60097411.mkv
原来这里没有你,http://em.21dtv.com/songs/60055976.mkv
眼眉调(演唱会),http://em.21dtv.com/songs/60052088.mkv
酝酿,http://em.21dtv.com/songs/60056701.mkv
与你常在,http://em.21dtv.com/songs/60156665.mkv
要你的,http://em.21dtv.com/songs/60052376.mkv
愿你幸福到底,http://em.21dtv.com/songs/60163273.mkv
冤气,http://em.21dtv.com/songs/60055902.mkv
一切还好,http://em.21dtv.com/songs/60053431.mkv
月球上的人(HD演唱会),http://em.21dtv.com/songs/60056490.mkv
一丝不挂,http://em.21dtv.com/songs/60088857.mkv
遗失的国度,http://em.21dtv.com/songs/60054055.mkv
右上角,http://em.21dtv.com/songs/60152171.mkv
要是有缘(演唱会),http://em.21dtv.com/songs/60052391.mkv
一生中最爱,http://em.21dtv.com/songs/60053637.mkv
烟啼(演唱会),http://em.21dtv.com/songs/60051981.mkv
阴天快乐,http://em.21dtv.com/songs/60102885.mkv
阴天快乐(故事情节),http://em.21dtv.com/songs/60100990.mkv
烟味,http://em.21dtv.com/songs/60051983.mkv
与我常在,http://em.21dtv.com/songs/60055607.mkv
与我常在(HD演唱会),http://em.21dtv.com/songs/60055605.mkv
叶问风中转,http://em.21dtv.com/songs/60052510.mkv
叶问风中转(演唱会),http://em.21dtv.com/songs/60084334.mkv
因为相信你,http://em.21dtv.com/songs/60080102.mkv
于心有愧,http://em.21dtv.com/songs/60055501.mkv
愈想愈无谓,http://em.21dtv.com/songs/60110618.mkv
粤语残片(演唱会),http://em.21dtv.com/songs/60056636.mkv
遥远的她,http://em.21dtv.com/songs/60093411.mkv
永远都天明,http://em.21dtv.com/songs/60102883.mkv
吟游诗人,http://em.21dtv.com/songs/60065370.mkv
有意无意,http://em.21dtv.com/songs/60110624.mkv
要再见,http://em.21dtv.com/songs/60052400.mkv
胭脂扣,http://em.21dtv.com/songs/60097057.mkv
最后的嬉皮士,http://em.21dtv.com/songs/60110623.mkv
最后派对,http://em.21dtv.com/songs/60060231.mkv
直觉,http://em.21dtv.com/songs/60076774.mkv
专家话,http://em.21dtv.com/songs/60059417.mkv
最佳损友,http://em.21dtv.com/songs/60060331.mkv
最佳损友(HD演唱会),http://em.21dtv.com/songs/60060330.mkv
早开的长途班,http://em.21dtv.com/songs/60057307.mkv
重口味,http://em.21dtv.com/songs/60070256.mkv
知了,http://em.21dtv.com/songs/60060640.mkv
最冷一天,http://em.21dtv.com/songs/60067834.mkv
自然和你有关,http://em.21dtv.com/songs/60059731.mkv
张氏情歌,http://em.21dtv.com/songs/60065469.mkv
之外,http://em.21dtv.com/songs/60147855.mkv
走心,http://em.21dtv.com/songs/60153269.mkv
摘星(演唱会),http://em.21dtv.com/songs/60079515.mkv
主旋律,http://em.21dtv.com/songs/60086266.mkv
这样的一个麻烦,http://em.21dtv.com/songs/60057889.mkv
只要你想起我,http://em.21dtv.com/songs/60058520.mkv
终于一百日,http://em.21dtv.com/songs/60059050.mkv
整座城市都在下雨,http://em.21dtv.com/songs/60122805.mkv
做这样的男人,http://em.21dtv.com/songs/60060747.mkv

刀郎,#genre#
爱,http://em.21dtv.com/songs/60074293.mkv
爱不会离开你,http://em.21dtv.com/songs/60006991.mkv
敖包相会,http://em.21dtv.com/songs/60009420.mkv
爱到死心塌地,http://em.21dtv.com/songs/60082465.mkv
爱就爱了,http://em.21dtv.com/songs/60090679.mkv
艾里甫与赛乃姆,http://em.21dtv.com/songs/60006899.mkv
爱没有尽头,http://em.21dtv.com/songs/60074388.mkv
爱情的味道,http://em.21dtv.com/songs/60080134.mkv
爱情魔力(无原唱),http://em.21dtv.com/songs/60008320.mkv
爱情是什么样,http://em.21dtv.com/songs/60081871.mkv
are you with me,http://em.21dtv.com/songs/60000329.mkv
爱让每个人的心碎,http://em.21dtv.com/songs/60069200.mkv
爱上你不是我的错,http://em.21dtv.com/songs/60074479.mkv
爱我所爱,http://em.21dtv.com/songs/60136909.mkv
BEAUTIFUL LIGHT,http://em.21dtv.com/songs/60096596.mkv
北方的天空下,http://em.21dtv.com/songs/60010161.mkv
不敢爱,http://em.21dtv.com/songs/60011099.mkv
杯欢,http://em.21dtv.com/songs/60082596.mkv
不宽的肩膀,http://em.21dtv.com/songs/60074739.mkv
不哭我们,http://em.21dtv.com/songs/60063999.mkv
捕梦人,http://em.21dtv.com/songs/60116680.mkv
奔跑的蜗牛,http://em.21dtv.com/songs/60155369.mkv
别让头发遮住了你的眼睛,http://em.21dtv.com/songs/60163943.mkv
冰山上的雪莲,http://em.21dtv.com/songs/60010839.mkv
不想回家,http://em.21dtv.com/songs/60166813.mkv
半忧伤,http://em.21dtv.com/songs/60084883.mkv
闯,http://em.21dtv.com/songs/60013198.mkv
冲动的惩罚,http://em.21dtv.com/songs/60012854.mkv
草原上升起了不落的太阳,http://em.21dtv.com/songs/60012103.mkv
草原之夜,http://em.21dtv.com/songs/60012125.mkv
当兵的滋味,http://em.21dtv.com/songs/60064112.mkv
对不起,http://em.21dtv.com/songs/60015975.mkv
独白心声,http://em.21dtv.com/songs/60169501.mkv
大病一场,http://em.21dtv.com/songs/60087624.mkv
大敦煌,http://em.21dtv.com/songs/60013916.mkv
多亮,http://em.21dtv.com/songs/60130213.mkv
德令哈一夜,http://em.21dtv.com/songs/60014812.mkv
打起手鼓唱起歌,http://em.21dtv.com/songs/60013813.mkv
都说男儿没有眼泪,http://em.21dtv.com/songs/60163944.mkv
地下铁,http://em.21dtv.com/songs/60110115.mkv
大眼睛,http://em.21dtv.com/songs/60014194.mkv
二零零二年的第一场雪,http://em.21dtv.com/songs/60016343.mkv
风儿相随流浪心,http://em.21dtv.com/songs/60090681.mkv
封疆,http://em.21dtv.com/songs/60082908.mkv
附近人搜走了我老婆[DJ版],http://em.21dtv.com/songs/60117632.mkv
愤怒的老鸟,http://em.21dtv.com/songs/60075372.mkv
发小,http://em.21dtv.com/songs/60118476.mkv
风摇风铃响,http://em.21dtv.com/songs/60115435.mkv
疯子,http://em.21dtv.com/songs/60102408.mkv
孤独的牧羊人,http://em.21dtv.com/songs/60085145.mkv
感恩,http://em.21dtv.com/songs/60102406.mkv
故事里的天堂,http://em.21dtv.com/songs/60019043.mkv
故事里的天堂(无原唱),http://em.21dtv.com/songs/60019042.mkv
跟我出走,http://em.21dtv.com/songs/60096231.mkv
敢问路在何方,http://em.21dtv.com/songs/60069405.mkv
关于二道桥,http://em.21dtv.com/songs/60019221.mkv
关云长,http://em.21dtv.com/songs/60075593.mkv
歌在飞,http://em.21dtv.com/songs/60134287.mkv
花瓣下的种子,http://em.21dtv.com/songs/60069472.mkv
虹彩妹妹(演唱会),http://em.21dtv.com/songs/60021051.mkv
花儿为什么这样红(演唱会),http://em.21dtv.com/songs/60021344.mkv
回家的感觉真好,http://em.21dtv.com/songs/60125586.mkv
花泪,http://em.21dtv.com/songs/60102409.mkv
黄玫瑰(演唱会),http://em.21dtv.com/songs/60064343.mkv
怀念战友,http://em.21dtv.com/songs/60021671.mkv
红旗渠的传说,http://em.21dtv.com/songs/60075780.mkv
红星照我去战斗,http://em.21dtv.com/songs/60020990.mkv
鸿雁,http://em.21dtv.com/songs/60075803.mkv
i believe,http://em.21dtv.com/songs/60073368.mkv
i miss you,http://em.21dtv.com/songs/60002617.mkv
肩膀,http://em.21dtv.com/songs/60081872.mkv
吉尔拉,http://em.21dtv.com/songs/60022551.mkv
九九艳阳天,http://em.21dtv.com/songs/60083186.mkv
倔强,http://em.21dtv.com/songs/60139157.mkv
叫我欧巴,http://em.21dtv.com/songs/60081873.mkv
吉娃斯,http://em.21dtv.com/songs/60022569.mkv
酒醉的歌声(无原唱),http://em.21dtv.com/songs/60095373.mkv
哭不出来,http://em.21dtv.com/songs/60138095.mkv
科尔沁,http://em.21dtv.com/songs/60062314.mkv
空房子,http://em.21dtv.com/songs/60025450.mkv
开启理想,http://em.21dtv.com/songs/60115434.mkv
喀什噶尔胡杨,http://em.21dtv.com/songs/60024953.mkv
可惜我是水瓶座,http://em.21dtv.com/songs/60090678.mkv
两个故事 两个结局,http://em.21dtv.com/songs/60130788.mkv
连接在一起(无原唱),http://em.21dtv.com/songs/60026937.mkv
离开我以后,http://em.21dtv.com/songs/60090680.mkv
礼乐人生(演唱会),http://em.21dtv.com/songs/60076396.mkv
流浪生死的孩子,http://em.21dtv.com/songs/60064485.mkv
理想(演唱会),http://em.21dtv.com/songs/60064471.mkv
牡丹汗,http://em.21dtv.com/songs/60105628.mkv
玫瑰人生,http://em.21dtv.com/songs/60105723.mkv
某个醒来的清晨,http://em.21dtv.com/songs/60122476.mkv
曼丽,http://em.21dtv.com/songs/60070905.mkv
美丽的草原我的家,http://em.21dtv.com/songs/60029159.mkv
煤人,http://em.21dtv.com/songs/60102407.mkv
媚声,http://em.21dtv.com/songs/60103727.mkv
没有爱的女人,http://em.21dtv.com/songs/60102698.mkv
梦中情人,http://em.21dtv.com/songs/60143883.mkv
你曾说过,http://em.21dtv.com/songs/60081874.mkv
你的背包,http://em.21dtv.com/songs/60070127.mkv
哪里来的骆驼队,http://em.21dtv.com/songs/60030666.mkv
你们一定要幸福(演唱会),http://em.21dtv.com/songs/60064638.mkv
南屏晚钟 I'm Yours,http://em.21dtv.com/songs/60125240.mkv
男人要坚强,http://em.21dtv.com/songs/60119387.mkv
年少有为,http://em.21dtv.com/songs/60169447.mkv
那一场雪,http://em.21dtv.com/songs/60030805.mkv
平安快乐,http://em.21dtv.com/songs/60033579.mkv
披着羊皮的狼,http://em.21dtv.com/songs/60033386.mkv
请不出的告别,http://em.21dtv.com/songs/60089159.mkv
凄美地,http://em.21dtv.com/songs/60167688.mkv
全面回忆,http://em.21dtv.com/songs/60077303.mkv
清平愿,http://em.21dtv.com/songs/60149195.mkv
情人,http://em.21dtv.com/songs/60035168.mkv
全世界飞翔的鸟(演唱会),http://em.21dtv.com/songs/60064771.mkv
千禧新娘(演唱会),http://em.21dtv.com/songs/60064709.mkv
去伊犁的路上,http://em.21dtv.com/songs/60110872.mkv
让爱冬眠,http://em.21dtv.com/songs/60085632.mkv
如果云知道,http://em.21dtv.com/songs/60149880.mkv
让我哭让我醉,http://em.21dtv.com/songs/60036145.mkv
送别,http://em.21dtv.com/songs/60040730.mkv
韶华,http://em.21dtv.com/songs/60162111.mkv
说好不哭,http://em.21dtv.com/songs/60077726.mkv
山海天,http://em.21dtv.com/songs/60069788.mkv
守候在凌晨两点的伤心酒吧,http://em.21dtv.com/songs/60153719.mkv
守候在凌晨两点的伤心酒吧(DJ版),http://em.21dtv.com/songs/50000204.mkv
守侯在凌晨两点的伤心秀吧,http://em.21dtv.com/songs/60039674.mkv
世界如此寂寞,http://em.21dtv.com/songs/60069824.mkv
世界是一个家,http://em.21dtv.com/songs/60039284.mkv
萨拉姆毛主席,http://em.21dtv.com/songs/60037153.mkv
是你让我唱的情歌跑了调,http://em.21dtv.com/songs/60120919.mkv
少年壮志不言愁,http://em.21dtv.com/songs/60097818.mkv
身披彩衣的姑娘,http://em.21dtv.com/songs/60062313.mkv
身披彩衣的姑娘(演唱会),http://em.21dtv.com/songs/60064849.mkv
十送红军,http://em.21dtv.com/songs/60067427.mkv
是我错了吗,http://em.21dtv.com/songs/60039509.mkv
孙悟空,http://em.21dtv.com/songs/60165606.mkv
手心里的温柔,http://em.21dtv.com/songs/60096032.mkv
上新了故宫,http://em.21dtv.com/songs/60165807.mkv
世有名花,http://em.21dtv.com/songs/60083807.mkv
谁在窗外流泪,http://em.21dtv.com/songs/60077706.mkv
沙枣花儿香,http://em.21dtv.com/songs/60037482.mkv
诉衷情,http://em.21dtv.com/songs/60114463.mkv
天国的记忆,http://em.21dtv.com/songs/60041835.mkv
驼铃,http://em.21dtv.com/songs/60043027.mkv
吐鲁番的葡萄熟了(演唱会),http://em.21dtv.com/songs/60042959.mkv
停在昨天的回忆,http://em.21dtv.com/songs/60103875.mkv
我不是值得爱的人,http://em.21dtv.com/songs/60078180.mkv
我的大宝贝儿,http://em.21dtv.com/songs/60119386.mkv
我的祖国,http://em.21dtv.com/songs/60069949.mkv
悟空,http://em.21dtv.com/songs/60125241.mkv
为什么我泪水成行,http://em.21dtv.com/songs/60044095.mkv
稳稳的幸福+翅膀,http://em.21dtv.com/songs/60150985.mkv
午夜列车,http://em.21dtv.com/songs/60047718.mkv
五一夜市的兄弟,http://em.21dtv.com/songs/60047672.mkv
新阿瓦尔古丽,http://em.21dtv.com/songs/60050780.mkv
心动,http://em.21dtv.com/songs/60139158.mkv
兄弟好久不见,http://em.21dtv.com/songs/60133532.mkv
西海的情歌,http://em.21dtv.com/songs/60087380.mkv
雪候鸟,http://em.21dtv.com/songs/60097074.mkv
绣红旗,http://em.21dtv.com/songs/60070102.mkv
西海情歌,http://em.21dtv.com/songs/60047922.mkv
新疆好,http://em.21dtv.com/songs/60050851.mkv
想你(无原唱),http://em.21dtv.com/songs/60049077.mkv
小情歌,http://em.21dtv.com/songs/60070063.mkv
雪诉离歌,http://em.21dtv.com/songs/60084313.mkv
息兮,http://em.21dtv.com/songs/60084143.mkv
谢谢你,http://em.21dtv.com/songs/60050042.mkv
谢谢你的玫瑰,http://em.21dtv.com/songs/60147786.mkv
下一个冬天,http://em.21dtv.com/songs/60048308.mkv
雪中飞舞,http://em.21dtv.com/songs/60089669.mkv
笑着怀念,http://em.21dtv.com/songs/60128940.mkv
寻找玛依拉,http://em.21dtv.com/songs/60051847.mkv
有爱的世界,http://em.21dtv.com/songs/60121796.mkv
永不放弃,http://em.21dtv.com/songs/60079235.mkv
缘分,http://em.21dtv.com/songs/60065418.mkv
远方的思恋,http://em.21dtv.com/songs/60065422.mkv
夜后,http://em.21dtv.com/songs/60149998.mkv
一句好兄弟,http://em.21dtv.com/songs/60113376.mkv
圆满(演唱会),http://em.21dtv.com/songs/60065416.mkv
映山红,http://em.21dtv.com/songs/60070172.mkv
英雄孤单,http://em.21dtv.com/songs/60079213.mkv
叶县颂,http://em.21dtv.com/songs/60155522.mkv
夜莺,http://em.21dtv.com/songs/60102405.mkv
永远的兄弟,http://em.21dtv.com/songs/60054735.mkv
永远的战士,http://em.21dtv.com/songs/60103407.mkv
一叶知秋,http://em.21dtv.com/songs/60116087.mkv
游子的心,http://em.21dtv.com/songs/60072742.mkv
游子回来了,http://em.21dtv.com/songs/60055040.mkv
雨中飘荡的回忆,http://em.21dtv.com/songs/60055764.mkv
真爱的胸怀,http://em.21dtv.com/songs/60058033.mkv
真的离开我,http://em.21dtv.com/songs/60084544.mkv
祝福,http://em.21dtv.com/songs/60059297.mkv
中国我们都是你的孩子,http://em.21dtv.com/songs/60070253.mkv
中国新说唱EP08Rap01,http://em.21dtv.com/songs/60163101.mkv
召唤,http://em.21dtv.com/songs/60070235.mkv
最好不要爱我,http://em.21dtv.com/songs/60105722.mkv
醉后放手,http://em.21dtv.com/songs/60086302.mkv
再见吧妈妈,http://em.21dtv.com/songs/60070208.mkv
知己不知彼,http://em.21dtv.com/songs/60097598.mkv
再给点时间,http://em.21dtv.com/songs/60114466.mkv
祝酒歌,http://em.21dtv.com/songs/60059348.mkv
再见乌鲁木齐,http://em.21dtv.com/songs/60070211.mkv
再见最美的时光,http://em.21dtv.com/songs/60103876.mkv
逐鹿,http://em.21dtv.com/songs/60084588.mkv
最美的还是我们新疆(演唱会),http://em.21dtv.com/songs/60065528.mkv
在那遥远的地方,http://em.21dtv.com/songs/60070219.mkv
最心疼的女人,http://em.21dtv.com/songs/60065532.mkv
只有艾得勒斯能看见,http://em.21dtv.com/songs/60070245.mkv
辗转泛泪光,http://em.21dtv.com/songs/60070226.mkv

动力火车,#genre#
哀悼疯癫,http://em.21dtv.com/songs/60007083.mkv
爱给错让你想走,http://em.21dtv.com/songs/60090754.mkv
爱就够了,http://em.21dtv.com/songs/60090752.mkv
艾琳娜,http://em.21dtv.com/songs/60074291.mkv
爱已经,http://em.21dtv.com/songs/60090753.mkv
彼此,http://em.21dtv.com/songs/60122537.mkv
不过,http://em.21dtv.com/songs/60090736.mkv
不甘心不放手,http://em.21dtv.com/songs/60011097.mkv
不甘心放手,http://em.21dtv.com/songs/60089176.mkv
不会哭的人,http://em.21dtv.com/songs/60011158.mkv
不能阻止我喝醉,http://em.21dtv.com/songs/60090734.mkv
背叛情歌,http://em.21dtv.com/songs/60010255.mkv
不要背着我流眼泪,http://em.21dtv.com/songs/60090735.mkv
不要怪我,http://em.21dtv.com/songs/60011555.mkv
不要再说爱我,http://em.21dtv.com/songs/60011643.mkv
翅膀之歌,http://em.21dtv.com/songs/60090756.mkv
冲动,http://em.21dtv.com/songs/60012847.mkv
彩虹,http://em.21dtv.com/songs/60011926.mkv
除了爱你还能爱谁,http://em.21dtv.com/songs/60013051.mkv
残缺的完整,http://em.21dtv.com/songs/60082693.mkv
从前以后,http://em.21dtv.com/songs/60013564.mkv
沉重的回忆,http://em.21dtv.com/songs/60090749.mkv
沉重的记忆,http://em.21dtv.com/songs/60090750.mkv
当,http://em.21dtv.com/songs/60014480.mkv
当(HD),http://em.21dtv.com/songs/10012713.mkv
单程车票(演唱会),http://em.21dtv.com/songs/60014327.mkv
第二次分手,http://em.21dtv.com/songs/60015170.mkv
淡而无味,http://em.21dtv.com/songs/60090751.mkv
东方的光,http://em.21dtv.com/songs/60082849.mkv
打开天空,http://em.21dtv.com/songs/60013795.mkv
地老地老地老天荒天荒(演唱会),http://em.21dtv.com/songs/60015096.mkv
动力火车,http://em.21dtv.com/songs/60015654.mkv
dont break my heart,http://em.21dtv.com/songs/60001305.mkv
多想给你一些,http://em.21dtv.com/songs/60090741.mkv
第一滴泪,http://em.21dtv.com/songs/60015255.mkv
风光明媚,http://em.21dtv.com/songs/60017297.mkv
奉陪,http://em.21dtv.com/songs/60080490.mkv
